id,Dress_ID,Style,Price,Rating,Size,Season,NeckLine,SleeveLength,waiseline,Material,FabricType,Decoration,Pattern Type,Recommendation
285,736813752,party,high,4.6,M,Summer,slash-neck,sleevless,natural,null,chiffon,null,null,1
286,636178374,party,Medium,4.7,M,Winter,o-neck,sleevless,empire,cotton,chiffon,button,null,1
287,743485617,cute,Average,4.4,free,Spring,Sweetheart,sleevless,empire,spandex,tulle,ruched,solid,1
288,933951149,party,Average,5,M,Spring,o-neck,sleevless,null,null,null,null,null,1
289,684561284,party,very-high,4.8,free,Spring,Sweetheart,sleevless,natural,polyster,chiffon,beading,null,1
290,616295248,party,Medium,4.8,M,Spring,o-neck,sleevless,natural,silk,chiffon,crystal,null,1
291,736076633,party,very-high,4.9,L,Spring,slash-neck,sleevless,null,null,chiffon,flowers,null,1
292,1108073621,party,Medium,0,free,Winter,v-neck,short,empire,null,chiffon,lace,null,1
293,1053002876,work,Average,5,free,Winter,o-neck,half,null,microfiber,null,null,null,0
294,444282011,party,very-high,4.9,M,Spring,v-neck,sleevless,empire,null,sattin,beading,null,1
295,949336768,Casual,high,5,free,Summer,v-neck,sleevless,natural,nylon,null,null,null,1
296,961972778,Casual,very-high,0,small,Spring,o-neck,full,null,null,chiffon,applique,null,0
297,893088817,Casual,Medium,4.7,M,Spring,o-neck,sleevless,natural,cotton,null,bow,null,1
298,952724683,party,Average,0,M,Spring,v-neck,sleevless,natural,null,null,null,null,1
299,855037000,Casual,Average,4.4,free,Summer,slash-neck,sleevless,empire,cotton,null,null,null,1
300,660016574,Casual,very-high,4.6,M,winter,o-neck,short,natural,null,null,flowers,null,1
301,738079582,Casual,Low,4.4,free,winter,halter,sleevless,natural,null,null,draped,null,1
302,861001391,party,high,4.5,M,winter,o-neck,sleevless,null,null,null,null,null,1
303,1099696103,Casual,Average,4.8,free,Summer,o-neck,sleevless,natural,null,null,null,null,0
304,1044288976,Sexy,Average,5,M,Summer,o-neck,sleeveless,natural,polyster,broadcloth,rivet,null,0
305,890848361,vintage,Average,4.9,free,Summer,o-neck,urndowncollor,empire,null,null,null,null,0
306,929503394,vintage,Average,4.7,S,Summer,turndowncollor,short,empire,cotton,null,null,null,0
307,1015249105,work,Average,4.9,M,Summer,sqare-collor,halfsleeve,empire,polyster,sattin,sashes,null,0
308,707537639,Casual,low,4.7,L,Spring,o-neck,short,natural,chiffonfabric,chiffon,null,null,0
309,702984554,Casual,Average,4.8,L,Automn,o-neck,short,natural,cashmere,null,null,null,0
310,896048351,Sexy,low,4.7,free,Spring,v-neck,sleeveless,null,null,null,sequined,null,1
311,1023830972,Casual,Average,0,S,Winter,slash-neck,halfsleeve,natural,nylon,broadcloth,null,null,0
312,959052557,Casual,Average,4.2,S,Winter,v-neck,sleevless,empire,other,chiffon,hollowout,patchwork,0
313,1246945687,Novelty,Average,0,free,Summer,o-neck,full,natural,cotton,sattin,hollowout,solid,0
314,510519284,Casual,Low,4.3,free,Summer,backless,sleevless,empire,chiffonfabric,chiffon,crystal,null,0
315,1079958917,Casual,Average,3.7,M,Summer,boat-neck,sleevless,natural,linen,null,null,null,0
316,1024325244,Casual,Average,5,free,winter,o-neck,sleevless,natural,polyster,broadcloth,lace,null,1
317,841203385,Sexy,low,5,free,Spring,v-neck,sleevless,empire,null,chiffon,null,null,0
318,1104504876,cute,Low,0,free,Winter,o-neck,sleevless,natural,null,chiffon,null,null,0
319,1010356223,vintage,Average,4.8,M,Summer,v-neck,full,natural,rayon,poplin,null,null,1
320,1031230798,bohemian,Average,4.8,L,Winter,o-neck,sleevless,natural,polyster,chiffon,null,solid,0
321,908989488,bohemian,Average,0,free,Spring,o-neck,sleevless,natural,rayon,chiffon,null,striped,1
322,822081627,Sexy,Average,4.5,M,Summer,bowneck,sleevless,null,cotton,chiffon,null,solid,0
323,1116072373,Novelty,Medium,4.2,M,Winter,o-neck,halfsleeve,natural,polyster,chiffon,hollowout,animal,1
324,856139963,Casual,Low,5,free,Spring,v-neck,full,natural,cotton,null,null,solid,1
325,1032982013,Casual,Average,5,L,Winter,o-neck,thressqatar,natural,polyster,null,applique,solid,0
326,879756967,Casual,Low,4.8,M,Winter,v-neck,sleevless,natural,polyster,null,null,print,0
327,912614690,bohemian,Low,5,free,Spring,o-neck,short,natural,nylon,jersey,sashes,print,1
328,1072784739,Casual,low,5,free,Spring,bowneck,sleevless,natural,silk,chiffon,applique,print,0
329,945651303,Casual,Low,5,M,Spring,o-neck,sleeevless,natural,chiffonfabric,chiffon,null,solid,1
330,858212832,cute,Average,4.3,M,Summer,NULL,NULL,natural,cotton,chiffon,null,solid,0
331,1219677488,Novelty,Average,0,free,winter,o-neck,short,natural,polyster,broadcloth,lace,null,1
332,886501087,cute,low,0,L,Spring,o-neck,sleevless,empire,null,null,null,null,1
333,944264938,Sexy,Low,4.8,free,Spring,slash-neck,sleevless,natural,cotton,broadcloth,sequined,solid,0
334,918722829,Sexy,Low,4.8,free,Summer,slash-neck,sleevless,empire,silk,null,lace,solid,0
335,750670078,Casual,Low,4.4,M,Winter,o-neck,sleevless,natural,polyster,null,null,solid,0
336,1028061165,Casual,Average,4.5,M,Winter,o-neck,sleevless,natural,polyster,chiffon,ruched,striped,0
337,699738864,Casual,Low,4.7,S,Summer,o-neck,full,natural,cotton,null,null,patchwork,0
338,905732124,Casual,low,4.4,free,Spring,o-neck,sleevless,natural,polyster,null,sashes,print,0
339,961230947,work,Average,4.9,M,Winter,slash-neck,short,natural,polyster,broadcloth,ruffles,solid,0
340,849947393,cute,Medium,4.6,free,Spring,o-neck,short,natural,chiffonfabric,null,hollowout,solid,1
341,857432541,Casual,Low,4.7,free,Spring,o-neck,halfsleeve,natural,silk,chiffon,sashes,print,0
342,1088674674,Casual,Low,4.7,M,Winter,o-neck,full,empire,polyster,chiffon,null,print,1
343,939250541,Casual,Average,4.8,M,Spring,o-neck,sleevless,natural,cotton,chiffon,hollowout,print,0
344,876708804,Sexy,Low,4.8,L,Summer,o-neck,sleevless,natural,cotton,null,null,solid,1
345,1032990258,Casual,Average,4.3,M,Spring,o-neck,halfsleeve,null,null,null,null,null,1
346,880692544,Casual,Average,4.7,XL,winter,v-neck,short,empire,milksilk,null,null,print,0
347,958270190,Casual,Low,0,L,winter,v-neck,full,null,null,null,null,solid,0
348,732757918,Sexy,Average,4.7,M,Automn,slash-neck,sleevless,natural,nylon,null,rivet,solid,0
349,898646576,Casual,Low,4.7,free,winter,o-neck,sleevless,natural,null,null,null,null,1
350,950048509,Casual,high,0,L,winter,v-neck,full,null,polyster,null,null,solid,0
351,754316257,Casual,Low,4.7,L,Summer,o-neck,sleevless,natural,silk,worsted,lace,patchwork,0
352,598523814,Casual,Average,4.7,free,Summer,v-neck,full,natural,cotton,null,sashes,solid,0
353,774130360,Casual,Average,0,free,Winter,v-neck,full,null,cashmere,null,null,solid,1
354,555727400,Casual,low,4.7,free,Summer,o-neck,capsleeves,natural,chiffonfabric,chiffon,null,print,1
355,537463111,Casual,Average,4.7,M,Summer,o-neck,thressqatar,null,chiffonfabric,chiffon,ruched,solid,0
356,933864550,Sexy,low,4.5,free,Summer,slash-neck,sleevless,null,polyster,Corduroy,null,null,0
357,944930838,vintage,low,4,free,Summer,turndowncollor,short,natural,cotton,wollen,hollowout,solid,0
358,901346821,Sexy,low,4.7,free,Summer,v-neck,sleevless,null,null,null,null,null,0
359,818295153,bohemian,low,5,free,Summer,o-neck,sleevless,empire,cotton,broadcloth,tassel,print,1
360,733134203,Casual,low,4.7,S,Winter,o-neck,sleeevless,natural,knitting,null,lace,solid,0
361,943414146,Sexy,Average,4.5,S,Winter,v-neck,sleevless,null,polyster,null,null,null,0
362,709353440,cute,Average,4.7,M,Summer,o-neck,sleevless,natural,chiffonfabric,null,sashes,splice,0
363,1190383536,vintage,Low,0,free,Summer,o-neck,sleevless,natural,cotton,batik,null,print,1
364,869138763,Casual,Average,4.1,L,winter,o-neck,sleevless,natural,polyster,null,null,null,1
365,977173764,Casual,Average,4.2,M,winter,v-neck,full,empire,polyster,null,lace,patchwork,1
366,918331326,Brief,Average,4.8,free,winter,v-neck,halfsleeve,natural,polyster,broadcloth,null,solid,0
367,733715437,Brief,Average,4.9,free,Winter,o-neck,sleevless,natural,null,null,null,solid,0
368,955679920,Sexy,Average,4.8,S,Winter,v-neck,sleevless,empire,polyster,chiffon,lace,solid,0
369,862814652,Casual,Average,4.7,L,Winter,o-neck,sleevless,natural,polyster,chiffon,null,patchwork,0
370,799301728,vintage,Average,4.7,M,Summer,v-neck,short,natural,rayon,null,beading,print,0
371,1039384371,Casual,Average,4.8,free,Summer,o-neck,sleevless,natural,cotton,chiffon,sashes,solid,0
372,746518490,Sexy,Low,4.7,M,Winter,v-neck,sleevless,natural,polyster,null,null,striped,0
373,720665176,Casual,Average,5,s,Spring,turndowncollor,full,empire,cotton,worsted,null,solid,0
374,1001750851,Casual,Low,1,M,Spring,o-neck,halfsleeve,null,null,chiffon,null,null,0
375,882975367,Sexy,Average,4.1,free,Summer,v-neck,sleevless,natural,cotton,null,lace,null,1
376,1069577979,Casual,Low,4,free,Summer,v-neck,sleevless,natural,cotton,broadcloth,hollowout,print,0
377,1079373429,work,Average,4.7,M,Spring,v-neck,sleevless,null,null,null,null,null,1
378,711704151,cute,Average,4.6,free,Spring,v-neck,full,natural,cotton,chiffon,null,solid,1
379,876761815,Casual,Low,5,M,Spring,o-neck,sleevless,natural,spandex,jersey,null,print,0
380,1062354779,Casual,Average,4.7,M,Automn,v-neck,sleevless,natural,null,chiffon,null,striped,1
381,727676110,Casual,low,4.6,free,winter,o-neck,full,natural,polyster,null,applique,solid,0
382,845853510,Casual,Average,4.5,L,Summer,o-neck,short,natural,cotton,jersey,pockets,solid,0
383,832090686,cute,Average,4.6,M,Automn,o-neck,thressqatar,natural,silk,chiffon,sashes,print,0
384,839305476,Casual,Low,4.6,free,Automn,o-neck,halfsleeve,natural,chiffonfabric,chiffon,null,leapord,1
385,855418066,Casual,Low,4.7,L,Summer,NULL,sleevless,null,cotton,null,null,solid,1
386,1211480431,Sexy,Low,0,L,Summer,o-neck,sleevless,empire,sill,null,null,striped,0
387,946741571,bohemian,Average,4,free,Winter,o-neck,sleevless,natural,polyster,chiffon,ruffles,striped,0
388,724177834,Casual,low,4.7,free,Summer,o-neck,full,natural,cotton,null,null,solid,1
389,975877364,work,Average,0,M,Summer,v-neck,sleevless,natural,cotton,worsted,null,solid,1
390,851697194,bohemian,Average,4.1,free,Summer,o-neck,thressqatar,null,null,null,hollowout,null,0
391,1108356000,Casual,Average,0,M,Spring,o-neck,halfsleeve,natural,null,null,lace,null,0
392,871219565,Brief,Low,4.6,M,Summer,o-neck,short,natural,cotton,null,null,animal,0
393,1250787559,cute,Low,0,free,Spring,v-neck,sleevless,empire,chiffonfabric,chiffon,null,null,1
394,942245416,Casual,Average,5,M,Spring,o-neck,thressqatar,null,spandex,null,null,null,0
395,900108476,Casual,Low,5,free,winter,o-neck,full,natural,wool,null,applique,solid,0
396,1019672746,vintage,Average,4.5,L,winter,o-neck,short,empire,null,null,sequined,patchwork,1
397,783980024,Casual,Average,4.5,free,Summer,o-neck,short,natural,polyster,null,null,solid,0
398,970655043,bohemian,Low,4.4,L,Summer,bowneck,short,natural,cotton,null,null,dot,0
399,1139064593,Casual,high,0,L,winter,v-neck,thressqatar,natural,polyster,null,ruffles,solid,1
400,939389270,Casual,Average,4.8,free,winter,o-neck,sleevless,null,polyster,null,sashes,solid,0
401,859321875,Brief,Low,4.7,M,Winter,o-neck,full,natural,cotton,null,null,patchwork,0
402,703395323,Casual,Medium,0,free,Winter,bowneck,full,null,cashmere,knitted,null,solid,1
403,1083779666,Casual,Average,4.7,M,Winter,o-neck,short,empire,polyster,shiffon,null,animal,0
404,966030991,party,Average,0,M,Summer,o-neck,full,natural,cotton,null,null,patchwork,1
405,866405822,bohemian,Average,4.8,S,Summer,v-neck,short,natural,cotton,null,null,solid,0
406,941564304,Sexy,Average,4.9,free,Summer,sqare-collor,sleevless,natural,polyster,null,sashes,print,0
407,1119360745,Casual,Average,3,M,Spring,turndowncollor,short,empire,polyster,null,sashes,patchwork,0
408,932375745,Casual,low,4.7,L,Automn,o-neck,short,natural,polyster,shiffon,null,patchwork,1
409,789373177,Casual,Average,4.3,M,Automn,o-neck,sleevless,natural,polyster,null,plain,solid,0
410,1135456589,Casual,Average,0,XL,Winter,v-neck,short,empire,polyster,shiffon,pockets,solid,1
411,932913675,Casual,Low,5,free,Summer,o-neck,sleevless,natural,model,jersey,plain,solid,1
412,1217548862,vintage,Average,0,L,Summer,sqare-collor,short,empire,cotton,chiffon,null,dot,1
413,755078866,Casual,Low,4.7,free,winter,o-neck,sleevless,natural,milksilk,null,null,animal,0
414,1052420390,vintage,Average,5,M,Summer,v-neck,thressqatar,natural,polyster,null,null,print,0
415,924108301,Casual,Low,4.7,L,Summer,o-neck,full,natural,mix,worsted,lace,patchwork,1
416,675980168,bohemian,Average,4.6,M,Spring,o-neck,sleevless,natural,shiffon,shiffon,sashes,solid,0
417,730603782,party,Average,4.8,M,Summer,o-neck,full,null,cotton,null,null,solid,1
418,934830377,bohemian,Low,4.6,free,Summer,v-neck,sleevless,natural,cotton,broadcloth,beading,solid,0
419,689406468,party,very-high,4.6,free,Summer,o-neck,sleevless,empire,rayon,null,hollowout,solid,0
420,870994067,cute,Low,4.8,M,Spring,o-neck,short,natural,shiffon,shiffon,bow,dot,1
421,1016250560,vintage,Average,0,M,Spring,o-neck,halfsleeve,empire,polyster,null,lace,animal,0
422,860334943,Casual,Medium,4.9,L,Winter,o-neck,short,natural,cotton,broadcloth,sashes,solid,0
423,863336720,Casual,Average,4.2,free,Summer,o-neck,sleevless,natural,cotton,worsted,null,striped,1
424,835915937,Casual,Average,4.9,M,Summer,o-neck,short,dropped,cotton,null,ruffles,patchwork,0
425,944641715,bohemian,Low,5,XL,Spring,v-neck,thressqatar,natural,null,shiffon,null,print,1
426,869395176,Casual,Average,4.7,M,Summer,o-neck,sleevless,null,cotton,null,null,dot,0
427,1097435333,Casual,Average,0,free,Summer,bowneck,halfsleeve,null,cotton,null,null,null,0
428,1124120907,Casual,Average,0,free,Summer,o-neck,sleevless,natural,cotton,null,lace,floral,0
429,1130463523,Sexy,Medium,0,free,winter,o-neck,sleevless,natural,polyster,null,sequined,solid,0
430,560474456,Sexy,low,4.4,free,Automn,v-neck,sleevless,natural,cotton,worsted,lace,solid,0
431,907669618,Sexy,Average,0,free,Spring,v-neck,full,natural,cotton,wollen,lace,solid,1
432,710089916,Brief,Average,4.9,XL,Spring,slash-neck,full,natural,null,null,sashes,solid,0
433,793162246,Casual,Average,4.7,XL,Summer,v-neck,halfsleeve,natural,null,broadcloth,null,print,1
434,1065317917,Casual,Average,0,free,Automn,v-neck,full,natural,cotton,null,lace,solid,0
435,737461130,Casual,Average,4.8,M,Summer,v-neck,full,natural,null,shiffon,null,null,0
436,663993130,Casual,Medium,4.9,L,Spring,sqare-collor,sleevless,empire,null,null,null,print,0
437,933231033,party,Average,4.7,M,Spring,o-neck,halfsleeve,empire,null,shiffon,null,patchwork,0
438,743417270,Sexy,low,4.4,free,Summer,bowneck,sleevless,natural,viscos,null,bow,solid,0
439,798898277,bohemian,Low,4.6,free,winter,o-neck,sleevless,empire,polyster,null,null,patchwork,1
440,549401113,Casual,Low,4.6,free,Autumn,o-neck,full,natural,rayon,null,lace,solid,1
441,857189807,Sexy,Low,4.5,free,Summer,o-neck,sleevless,empire,cotton,null,sashes,solid,1
442,1055149353,Sexy,Low,0,free,winter,v-neck,NULL,dropped,cotton,null,lace,null,1
443,1199912555,Casual,Average,0,XL,Spring,bowneck,sleevless,natural,mix,null,lace,solid,0
444,1249825438,Sexy,Average,0,free,Autumn,o-neck,full,natural,polyster,sattin,hollowout,solid,0
445,967191118,Sexy,Low,4.8,free,Spring,v-neck,sleevless,natural,null,null,null,striped,1
446,871620435,Brief,Low,4.7,free,Autumn,o-neck,sleevless,natural,null,shiffon,sequined,solid,0
447,865490824,Sexy,high,5,M,Summer,v-neck,sleevless,natural,mix,null,null,striped,0
448,1079955163,Casual,Average,4.6,L,Summer,bowneck,full,dropped,cotton,null,null,patchwork,0
449,600514129,cute,Medium,4.9,S,Summer,bowneck,sleevless,empire,null,null,bow,patchwork,1
450,976975672,Novelty,Average,4.9,M,Autumn,o-neck,short,natural,polyster,chiffon,none,print,0
451,720087997,Casual,Low,4.3,free,Spring,o-neck,full,null,null,chiffon,sashes,none,1
452,699651184,Casual,Low,4.7,S,Autumn,o-neck,sleevless,natural,cotton,null,null,solid,0
453,605122868,Casual,Average,4.8,L,Autumn,boat-neck,sleevless,natural,null,null,sashes,solid,0
454,1000425584,cute,Average,4.5,L,winter,v-neck,sleevless,natural,polyster,jersey,sashes,solid,1
455,549159213,Casual,Average,4.4,free,Summer,o-neck,capsleeves,natural,cotton,null,null,solid,0
456,898316315,party,Average,0,M,Spring,o-neck,sleevless,null,null,chiffon,null,solid,1
457,1017484769,Sexy,Low,0,free,Summer,v-neck,sleevless,dropped,null,null,null,null,1
458,733025646,Casual,Low,4.8,L,Summer,v-neck,thressqatar,natural,cotton,null,null,print,0
459,909624960,work,Average,5,M,Summer,o-neck,sleveless,natural,null,null,null,solid,1
460,1086459983,Novelty,Average,5,free,Summer,o-neck,sleeveless,natural,null,null,null,print,0
461,593007494,Casual,Low,4.6,free,Spring,v-neck,sleevless,natural,silk,chiffon,draped,solid,0
462,660179663,Casual,Average,4.5,M,Summer,o-neck,full,natural,cotton,null,lace,solid,0
463,1097157656,Casual,Average,4.5,L,Spring,boat-neck,thressqatar,natural,null,dobby,lace,animal,1
464,751776863,Casual,Average,4.5,free,Autumn,o-neck,halfsleeve,natural,cotton,chiffon,hollowout,solid,1
465,1253973206,cute,Low,0,M,Summer,boat-neck,short,null,null,chiffon,sashes,null,0
466,828790972,party,Average,4.9,M,winter,o-neck,halfsleeve,null,cotton,null,lace,null,1
467,933413410,Casual,Average,4.8,M,Summer,o-neck,halfsleeve,null,null,null,null,null,0
468,550959163,Casual,Low,4.4,L,Summer,o-neck,sleevless,natural,cotton,chiffon,null,solid,0
469,933926000,Casual,Average,4.3,M,winter,slash-neck,sleeveless,natural,polyster,null,sashes,solid,0
470,953168456,cute,Average,4.7,L,Summer,o-neck,sleevless,natural,polyster,broadcloth,lace,solid,0
471,1124754999,Sexy,Average,0,S,Summer,v-neck,sleevless,null,null,null,null,null,1
472,832949213,Casual,Low,4.4,free,Summer,o-neck,sleevless,null,null,null,null,animal,0
473,801216472,cute,high,4.3,M,Spring,boat-neck,full,natural,polyster,terry,lace,solid,1
474,929898500,work,Average,4.8,M,winter,turndowncollor,full,natural,null,null,null,solid,0
475,850490510,Casual,Average,4.6,M,Spring,o-neck,halfsleeve,natural,polyster,null,lace,solid,0
476,1099394392,Sexy,Low,0,free,Summer,v-neck,sleevless,empire,cotton,null,null,solid,0
477,674885710,Casual,high,4.9,XL,winter,v-neck,full,empire,cotton,null,sequined,solid,0
478,1122991519,Sexy,Low,0,free,winter,o-neck,sleevless,natural,lycra,chiffon,hollowout,solid,0
479,904781800,cute,Average,5,M,Autumn,v-neck,sleevless,natural,cotton,null,null,solid,0
480,974438263,cute,Low,0,free,Spring,v-neck,sleevless,natural,silk,worsted,lace,patchwork,1
481,875608094,Casual,Low,4.4,free,Summer,o-neck,full,natural,cotton,null,pockets,solid,0
482,1061890181,Casual,Average,0,L,Spring,o-neck,sleevless,natural,chiffonfabric,chiffon,sequined,solid,0
483,1033144189,cute,Average,4.7,M,Spring,o-neck,full,natural,rayon,chiffon,beading,solid,1
484,860406062,Casual,Average,4.6,M,winter,v-neck,halfsleeve,natural,silk,chiffon,sashes,solid,1
485,692445545,Casual,Low,4.4,free,Summer,o-neck,full,natural,cotton,null,null,solid,1
486,974775647,Casual,Low,5,M,Automn,o-neck,sleevless,empire,null,chiffon,null,print,1
487,1109819647,Casual,Average,0,free,winter,o-neck,short,natural,polyster,chiffon,cascading,solid,0
488,1223469038,Sexy,Average,0,free,winter,slash-neck,sleevless,natural,cotton,broadcloth,sequined,solid,1
489,511503677,Casual,Low,4.4,M,Summer,o-neck,halfsleeve,empire,chiffonfabric,chiffon,bow,solid,0
490,1190558632,cute,Average,0,L,Summer,o-neck,sleevless,empire,cotton,null,lace,solid,1
491,641665398,Casual,Low,4.8,free,winter,bowneck,full,natural,polyster,chiffon,bow,solid,0
492,964917582,Casual,Average,5,L,Summer,o-neck,sleevless,natural,cotton,null,null,null,1
493,859922576,cute,Average,4.6,M,Spring,o-neck,halfsleeve,natural,acrylic,chiffon,null,null,0
494,817353671,bohemian,Low,4.6,free,Summer,o-neck,sleevless,natural,cotton,chiffon,none,solid,1
495,990559192,Brief,Average,4.7,M,winter,o-neck,halfsleeve,natural,acrylic,chiffon,null,striped,0
496,713391965,Casual,Low,4.7,M,Spring,o-neck,full,natural,polyster,null,null,solid,1
497,722565148,Sexy,Low,4.3,free,Summer,o-neck,full,empire,cotton,null,null,null,0
498,532874347,Casual,Average,4.7,M,Summer,v-neck,full,empire,cotton,null,lace,solid,1
499,655464934,Casual,Average,4.6,L,winter,boat-neck,sleevless,empire,silk,broadcloth,applique,print,1
500,919930954,Casual,Low,4.4,free,Summer,v-neck,short,empire,cotton,Corduroy,lace,solid,0
